EmployeeID,nb_jours_absents_arrivee,nb_jours_absents_depart,taux_absence_arrivee,taux_absence_depart,nb_oublis_badgeage_sortie,nb_oublis_badgeage_entree,nb_total_incoherences
1,29,29,11.11111111111111,11.11111111111111,0,0,0
2,25,25,9.578544061302683,9.578544061302683,0,0,0
3,19,19,7.2796934865900385,7.2796934865900385,0,0,0
4,26,26,9.961685823754788,9.961685823754788,0,0,0
5,16,16,6.130268199233716,6.130268199233716,0,0,0
6,24,24,9.195402298850574,9.195402298850574,0,0,0
7,29,29,11.11111111111111,11.11111111111111,0,0,0
8,18,18,6.896551724137931,6.896551724137931,0,0,0
9,31,31,11.877394636015326,11.877394636015326,0,0,0
10,27,27,10.344827586206897,10.344827586206897,0,0,0
11,20,20,7.662835249042145,7.662835249042145,0,0,0
12,20,20,7.662835249042145,7.662835249042145,0,0,0
13,32,32,12.260536398467432,12.260536398467432,0,0,0
14,26,26,9.961685823754788,9.961685823754788,0,0,0
15,20,20,7.662835249042145,7.662835249042145,0,0,0
16,24,24,9.195402298850574,9.195402298850574,0,0,0
17,34,34,13.026819923371647,13.026819923371647,0,0,0
18,15,15,5.747126436781609,5.747126436781609,0,0,0
19,29,29,11.11111111111111,11.11111111111111,0,0,0
20,30,30,11.494252873563218,11.494252873563218,0,0,0
21,29,29,11.11111111111111,11.11111111111111,0,0,0
22,28,28,10.727969348659004,10.727969348659004,0,0,0
23,29,29,11.11111111111111,11.11111111111111,0,0,0
24,19,19,7.2796934865900385,7.2796934865900385,0,0,0
25,30,30,11.494252873563218,11.494252873563218,0,0,0
26,20,20,7.662835249042145,7.662835249042145,0,0,0
27,22,22,8.42911877394636,8.42911877394636,0,0,0
28,25,25,9.578544061302683,9.578544061302683,0,0,0
29,18,18,6.896551724137931,6.896551724137931,0,0,0
30,31,31,11.877394636015326,11.877394636015326,0,0,0
31,23,23,8.812260536398467,8.812260536398467,0,0,0
32,19,19,7.2796934865900385,7.2796934865900385,0,0,0
33,27,27,10.344827586206897,10.344827586206897,0,0,0
34,18,18,6.896551724137931,6.896551724137931,0,0,0
35,21,21,8.045977011494253,8.045977011494253,0,0,0
36,29,29,11.11111111111111,11.11111111111111,0,0,0
37,19,19,7.2796934865900385,7.2796934865900385,0,0,0
38,31,31,11.877394636015326,11.877394636015326,0,0,0
39,34,34,13.026819923371647,13.026819923371647,0,0,0
40,22,22,8.42911877394636,8.42911877394636,0,0,0
41,17,17,6.513409961685824,6.513409961685824,0,0,0
42,26,26,9.961685823754788,9.961685823754788,0,0,0
43,19,19,7.2796934865900385,7.2796934865900385,0,0,0
44,21,21,8.045977011494253,8.045977011494253,0,0,0
45,17,17,6.513409961685824,6.513409961685824,0,0,0
46,21,21,8.045977011494253,8.045977011494253,0,0,0
47,26,26,9.961685823754788,9.961685823754788,0,0,0
48,24,24,9.195402298850574,9.195402298850574,0,0,0
49,34,34,13.026819923371647,13.026819923371647,0,0,0
50,33,33,12.643678160919542,12.643678160919542,0,0,0
51,19,19,7.2796934865900385,7.2796934865900385,0,0,0
52,24,24,9.195402298850574,9.195402298850574,0,0,0
53,22,22,8.42911877394636,8.42911877394636,0,0,0
54,25,25,9.578544061302683,9.578544061302683,0,0,0
55,17,17,6.513409961685824,6.513409961685824,0,0,0
56,24,24,9.195402298850574,9.195402298850574,0,0,0
57,16,16,6.130268199233716,6.130268199233716,0,0,0
58,34,34,13.026819923371647,13.026819923371647,0,0,0
59,18,18,6.896551724137931,6.896551724137931,0,0,0
60,22,22,8.42911877394636,8.42911877394636,0,0,0
61,17,17,6.513409961685824,6.513409961685824,0,0,0
62,22,22,8.42911877394636,8.42911877394636,0,0,0
63,30,30,11.494252873563218,11.494252873563218,0,0,0
64,18,18,6.896551724137931,6.896551724137931,0,0,0
65,24,24,9.195402298850574,9.195402298850574,0,0,0
66,14,14,5.363984674329502,5.363984674329502,0,0,0
67,29,29,11.11111111111111,11.11111111111111,0,0,0
68,34,34,13.026819923371647,13.026819923371647,0,0,0
69,33,33,12.643678160919542,12.643678160919542,0,0,0
70,15,15,5.747126436781609,5.747126436781609,0,0,0
71,19,19,7.2796934865900385,7.2796934865900385,0,0,0
72,18,18,6.896551724137931,6.896551724137931,0,0,0
73,26,26,9.961685823754788,9.961685823754788,0,0,0
74,30,30,11.494252873563218,11.494252873563218,0,0,0
75,29,29,11.11111111111111,11.11111111111111,0,0,0
76,23,23,8.812260536398467,8.812260536398467,0,0,0
77,19,19,7.2796934865900385,7.2796934865900385,0,0,0
78,30,30,11.494252873563218,11.494252873563218,0,0,0
79,31,31,11.877394636015326,11.877394636015326,0,0,0
80,22,22,8.42911877394636,8.42911877394636,0,0,0
81,29,29,11.11111111111111,11.11111111111111,0,0,0
82,17,17,6.513409961685824,6.513409961685824,0,0,0
83,25,25,9.578544061302683,9.578544061302683,0,0,0
84,19,19,7.2796934865900385,7.2796934865900385,0,0,0
85,23,23,8.812260536398467,8.812260536398467,0,0,0
86,17,17,6.513409961685824,6.513409961685824,0,0,0
87,28,28,10.727969348659004,10.727969348659004,0,0,0
88,24,24,9.195402298850574,9.195402298850574,0,0,0
89,22,22,8.42911877394636,8.42911877394636,0,0,0
90,22,22,8.42911877394636,8.42911877394636,0,0,0
91,24,24,9.195402298850574,9.195402298850574,0,0,0
92,28,28,10.727969348659004,10.727969348659004,0,0,0
93,33,33,12.643678160919542,12.643678160919542,0,0,0
94,30,30,11.494252873563218,11.494252873563218,0,0,0
95,28,28,10.727969348659004,10.727969348659004,0,0,0
96,14,14,5.363984674329502,5.363984674329502,0,0,0
97,16,16,6.130268199233716,6.130268199233716,0,0,0
98,18,18,6.896551724137931,6.896551724137931,0,0,0
99,22,22,8.42911877394636,8.42911877394636,0,0,0
100,17,17,6.513409961685824,6.513409961685824,0,0,0
101,29,29,11.11111111111111,11.11111111111111,0,0,0
102,23,23,8.812260536398467,8.812260536398467,0,0,0
103,26,26,9.961685823754788,9.961685823754788,0,0,0
104,28,28,10.727969348659004,10.727969348659004,0,0,0
105,32,32,12.260536398467432,12.260536398467432,0,0,0
106,30,30,11.494252873563218,11.494252873563218,0,0,0
107,30,30,11.494252873563218,11.494252873563218,0,0,0
108,33,33,12.643678160919542,12.643678160919542,0,0,0
109,28,28,10.727969348659004,10.727969348659004,0,0,0
110,31,31,11.877394636015326,11.877394636015326,0,0,0
111,27,27,10.344827586206897,10.344827586206897,0,0,0
112,15,15,5.747126436781609,5.747126436781609,0,0,0
113,31,31,11.877394636015326,11.877394636015326,0,0,0
114,16,16,6.130268199233716,6.130268199233716,0,0,0
115,25,25,9.578544061302683,9.578544061302683,0,0,0
116,27,27,10.344827586206897,10.344827586206897,0,0,0
117,29,29,11.11111111111111,11.11111111111111,0,0,0
118,21,21,8.045977011494253,8.045977011494253,0,0,0
119,33,33,12.643678160919542,12.643678160919542,0,0,0
120,27,27,10.344827586206897,10.344827586206897,0,0,0
121,26,26,9.961685823754788,9.961685823754788,0,0,0
122,25,25,9.578544061302683,9.578544061302683,0,0,0
123,31,31,11.877394636015326,11.877394636015326,0,0,0
124,30,30,11.494252873563218,11.494252873563218,0,0,0
125,21,21,8.045977011494253,8.045977011494253,0,0,0
126,30,30,11.494252873563218,11.494252873563218,0,0,0
127,25,25,9.578544061302683,9.578544061302683,0,0,0
128,21,21,8.045977011494253,8.045977011494253,0,0,0
129,21,21,8.045977011494253,8.045977011494253,0,0,0
130,31,31,11.877394636015326,11.877394636015326,0,0,0
131,26,26,9.961685823754788,9.961685823754788,0,0,0
132,16,16,6.130268199233716,6.130268199233716,0,0,0
133,26,26,9.961685823754788,9.961685823754788,0,0,0
134,23,23,8.812260536398467,8.812260536398467,0,0,0
135,34,34,13.026819923371647,13.026819923371647,0,0,0
136,27,27,10.344827586206897,10.344827586206897,0,0,0
137,29,29,11.11111111111111,11.11111111111111,0,0,0
138,34,34,13.026819923371647,13.026819923371647,0,0,0
139,23,23,8.812260536398467,8.812260536398467,0,0,0
140,29,29,11.11111111111111,11.11111111111111,0,0,0
141,28,28,10.727969348659004,10.727969348659004,0,0,0
142,29,29,11.11111111111111,11.11111111111111,0,0,0
143,16,16,6.130268199233716,6.130268199233716,0,0,0
144,22,22,8.42911877394636,8.42911877394636,0,0,0
145,16,16,6.130268199233716,6.130268199233716,0,0,0
146,20,20,7.662835249042145,7.662835249042145,0,0,0
147,25,25,9.578544061302683,9.578544061302683,0,0,0
148,25,25,9.578544061302683,9.578544061302683,0,0,0
149,18,18,6.896551724137931,6.896551724137931,0,0,0
150,24,24,9.195402298850574,9.195402298850574,0,0,0
151,26,26,9.961685823754788,9.961685823754788,0,0,0
152,28,28,10.727969348659004,10.727969348659004,0,0,0
153,31,31,11.877394636015326,11.877394636015326,0,0,0
154,29,29,11.11111111111111,11.11111111111111,0,0,0
155,24,24,9.195402298850574,9.195402298850574,0,0,0
156,23,23,8.812260536398467,8.812260536398467,0,0,0
157,25,25,9.578544061302683,9.578544061302683,0,0,0
158,34,34,13.026819923371647,13.026819923371647,0,0,0
159,24,24,9.195402298850574,9.195402298850574,0,0,0
160,31,31,11.877394636015326,11.877394636015326,0,0,0
161,34,34,13.026819923371647,13.026819923371647,0,0,0
162,27,27,10.344827586206897,10.344827586206897,0,0,0
163,19,19,7.2796934865900385,7.2796934865900385,0,0,0
164,24,24,9.195402298850574,9.195402298850574,0,0,0
165,27,27,10.344827586206897,10.344827586206897,0,0,0
166,22,22,8.42911877394636,8.42911877394636,0,0,0
167,30,30,11.494252873563218,11.494252873563218,0,0,0
168,18,18,6.896551724137931,6.896551724137931,0,0,0
169,21,21,8.045977011494253,8.045977011494253,0,0,0
170,30,30,11.494252873563218,11.494252873563218,0,0,0
171,31,31,11.877394636015326,11.877394636015326,0,0,0
172,19,19,7.2796934865900385,7.2796934865900385,0,0,0
173,27,27,10.344827586206897,10.344827586206897,0,0,0
174,20,20,7.662835249042145,7.662835249042145,0,0,0
175,27,27,10.344827586206897,10.344827586206897,0,0,0
176,27,27,10.344827586206897,10.344827586206897,0,0,0
177,25,25,9.578544061302683,9.578544061302683,0,0,0
178,27,27,10.344827586206897,10.344827586206897,0,0,0
179,17,17,6.513409961685824,6.513409961685824,0,0,0
180,20,20,7.662835249042145,7.662835249042145,0,0,0
181,19,19,7.2796934865900385,7.2796934865900385,0,0,0
182,33,33,12.643678160919542,12.643678160919542,0,0,0
183,24,24,9.195402298850574,9.195402298850574,0,0,0
184,25,25,9.578544061302683,9.578544061302683,0,0,0
185,17,17,6.513409961685824,6.513409961685824,0,0,0
186,27,27,10.344827586206897,10.344827586206897,0,0,0
187,30,30,11.494252873563218,11.494252873563218,0,0,0
188,27,27,10.344827586206897,10.344827586206897,0,0,0
189,31,31,11.877394636015326,11.877394636015326,0,0,0
190,28,28,10.727969348659004,10.727969348659004,0,0,0
191,17,17,6.513409961685824,6.513409961685824,0,0,0
192,19,19,7.2796934865900385,7.2796934865900385,0,0,0
193,19,19,7.2796934865900385,7.2796934865900385,0,0,0
194,25,25,9.578544061302683,9.578544061302683,0,0,0
195,35,35,13.409961685823754,13.409961685823754,0,0,0
196,17,17,6.513409961685824,6.513409961685824,0,0,0
197,33,33,12.643678160919542,12.643678160919542,0,0,0
198,20,20,7.662835249042145,7.662835249042145,0,0,0
199,27,27,10.344827586206897,10.344827586206897,0,0,0
200,20,20,7.662835249042145,7.662835249042145,0,0,0
201,22,22,8.42911877394636,8.42911877394636,0,0,0
202,31,31,11.877394636015326,11.877394636015326,0,0,0
203,32,32,12.260536398467432,12.260536398467432,0,0,0
204,33,33,12.643678160919542,12.643678160919542,0,0,0
205,24,24,9.195402298850574,9.195402298850574,0,0,0
206,28,28,10.727969348659004,10.727969348659004,0,0,0
207,21,21,8.045977011494253,8.045977011494253,0,0,0
208,33,33,12.643678160919542,12.643678160919542,0,0,0
209,22,22,8.42911877394636,8.42911877394636,0,0,0
210,20,20,7.662835249042145,7.662835249042145,0,0,0
211,17,17,6.513409961685824,6.513409961685824,0,0,0
212,20,20,7.662835249042145,7.662835249042145,0,0,0
213,19,19,7.2796934865900385,7.2796934865900385,0,0,0
214,22,22,8.42911877394636,8.42911877394636,0,0,0
215,24,24,9.195402298850574,9.195402298850574,0,0,0
216,20,20,7.662835249042145,7.662835249042145,0,0,0
217,30,30,11.494252873563218,11.494252873563218,0,0,0
218,19,19,7.2796934865900385,7.2796934865900385,0,0,0
219,29,29,11.11111111111111,11.11111111111111,0,0,0
220,17,17,6.513409961685824,6.513409961685824,0,0,0
221,34,34,13.026819923371647,13.026819923371647,0,0,0
222,15,15,5.747126436781609,5.747126436781609,0,0,0
223,28,28,10.727969348659004,10.727969348659004,0,0,0
224,30,30,11.494252873563218,11.494252873563218,0,0,0
225,22,22,8.42911877394636,8.42911877394636,0,0,0
226,22,22,8.42911877394636,8.42911877394636,0,0,0
227,27,27,10.344827586206897,10.344827586206897,0,0,0
228,22,22,8.42911877394636,8.42911877394636,0,0,0
229,18,18,6.896551724137931,6.896551724137931,0,0,0
230,19,19,7.2796934865900385,7.2796934865900385,0,0,0
231,26,26,9.961685823754788,9.961685823754788,0,0,0
232,16,16,6.130268199233716,6.130268199233716,0,0,0
233,19,19,7.2796934865900385,7.2796934865900385,0,0,0
234,18,18,6.896551724137931,6.896551724137931,0,0,0
235,24,24,9.195402298850574,9.195402298850574,0,0,0
236,33,33,12.643678160919542,12.643678160919542,0,0,0
237,28,28,10.727969348659004,10.727969348659004,0,0,0
238,22,22,8.42911877394636,8.42911877394636,0,0,0
239,31,31,11.877394636015326,11.877394636015326,0,0,0
240,30,30,11.494252873563218,11.494252873563218,0,0,0
241,34,34,13.026819923371647,13.026819923371647,0,0,0
242,26,26,9.961685823754788,9.961685823754788,0,0,0
243,19,19,7.2796934865900385,7.2796934865900385,0,0,0
244,24,24,9.195402298850574,9.195402298850574,0,0,0
245,26,26,9.961685823754788,9.961685823754788,0,0,0
246,22,22,8.42911877394636,8.42911877394636,0,0,0
247,33,33,12.643678160919542,12.643678160919542,0,0,0
248,17,17,6.513409961685824,6.513409961685824,0,0,0
249,23,23,8.812260536398467,8.812260536398467,0,0,0
250,27,27,10.344827586206897,10.344827586206897,0,0,0
251,24,24,9.195402298850574,9.195402298850574,0,0,0
252,19,19,7.2796934865900385,7.2796934865900385,0,0,0
253,33,33,12.643678160919542,12.643678160919542,0,0,0
254,24,24,9.195402298850574,9.195402298850574,0,0,0
255,31,31,11.877394636015326,11.877394636015326,0,0,0
256,23,23,8.812260536398467,8.812260536398467,0,0,0
257,15,15,5.747126436781609,5.747126436781609,0,0,0
258,30,30,11.494252873563218,11.494252873563218,0,0,0
259,27,27,10.344827586206897,10.344827586206897,0,0,0
260,20,20,7.662835249042145,7.662835249042145,0,0,0
261,19,19,7.2796934865900385,7.2796934865900385,0,0,0
262,32,32,12.260536398467432,12.260536398467432,0,0,0
263,31,31,11.877394636015326,11.877394636015326,0,0,0
264,27,27,10.344827586206897,10.344827586206897,0,0,0
265,32,32,12.260536398467432,12.260536398467432,0,0,0
266,15,15,5.747126436781609,5.747126436781609,0,0,0
267,29,29,11.11111111111111,11.11111111111111,0,0,0
268,20,20,7.662835249042145,7.662835249042145,0,0,0
269,28,28,10.727969348659004,10.727969348659004,0,0,0
270,27,27,10.344827586206897,10.344827586206897,0,0,0
271,15,15,5.747126436781609,5.747126436781609,0,0,0
272,28,28,10.727969348659004,10.727969348659004,0,0,0
273,30,30,11.494252873563218,11.494252873563218,0,0,0
274,31,31,11.877394636015326,11.877394636015326,0,0,0
275,30,30,11.494252873563218,11.494252873563218,0,0,0
276,19,19,7.2796934865900385,7.2796934865900385,0,0,0
277,31,31,11.877394636015326,11.877394636015326,0,0,0
278,34,34,13.026819923371647,13.026819923371647,0,0,0
279,24,24,9.195402298850574,9.195402298850574,0,0,0
280,24,24,9.195402298850574,9.195402298850574,0,0,0
281,28,28,10.727969348659004,10.727969348659004,0,0,0
282,34,34,13.026819923371647,13.026819923371647,0,0,0
283,32,32,12.260536398467432,12.260536398467432,0,0,0
284,23,23,8.812260536398467,8.812260536398467,0,0,0
285,32,32,12.260536398467432,12.260536398467432,0,0,0
286,20,20,7.662835249042145,7.662835249042145,0,0,0
287,32,32,12.260536398467432,12.260536398467432,0,0,0
288,28,28,10.727969348659004,10.727969348659004,0,0,0
289,18,18,6.896551724137931,6.896551724137931,0,0,0
290,22,22,8.42911877394636,8.42911877394636,0,0,0
291,25,25,9.578544061302683,9.578544061302683,0,0,0
292,18,18,6.896551724137931,6.896551724137931,0,0,0
293,30,30,11.494252873563218,11.494252873563218,0,0,0
294,20,20,7.662835249042145,7.662835249042145,0,0,0
295,28,28,10.727969348659004,10.727969348659004,0,0,0
296,27,27,10.344827586206897,10.344827586206897,0,0,0
297,17,17,6.513409961685824,6.513409961685824,0,0,0
298,32,32,12.260536398467432,12.260536398467432,0,0,0
299,34,34,13.026819923371647,13.026819923371647,0,0,0
300,30,30,11.494252873563218,11.494252873563218,0,0,0
301,34,34,13.026819923371647,13.026819923371647,0,0,0
302,24,24,9.195402298850574,9.195402298850574,0,0,0
303,23,23,8.812260536398467,8.812260536398467,0,0,0
304,31,31,11.877394636015326,11.877394636015326,0,0,0
305,23,23,8.812260536398467,8.812260536398467,0,0,0
306,29,29,11.11111111111111,11.11111111111111,0,0,0
307,26,26,9.961685823754788,9.961685823754788,0,0,0
308,29,29,11.11111111111111,11.11111111111111,0,0,0
309,29,29,11.11111111111111,11.11111111111111,0,0,0
310,17,17,6.513409961685824,6.513409961685824,0,0,0
311,22,22,8.42911877394636,8.42911877394636,0,0,0
312,29,29,11.11111111111111,11.11111111111111,0,0,0
313,19,19,7.2796934865900385,7.2796934865900385,0,0,0
314,29,29,11.11111111111111,11.11111111111111,0,0,0
315,21,21,8.045977011494253,8.045977011494253,0,0,0
316,31,31,11.877394636015326,11.877394636015326,0,0,0
317,22,22,8.42911877394636,8.42911877394636,0,0,0
318,17,17,6.513409961685824,6.513409961685824,0,0,0
319,23,23,8.812260536398467,8.812260536398467,0,0,0
320,18,18,6.896551724137931,6.896551724137931,0,0,0
321,19,19,7.2796934865900385,7.2796934865900385,0,0,0
322,30,30,11.494252873563218,11.494252873563218,0,0,0
323,17,17,6.513409961685824,6.513409961685824,0,0,0
324,33,33,12.643678160919542,12.643678160919542,0,0,0
325,18,18,6.896551724137931,6.896551724137931,0,0,0
326,32,32,12.260536398467432,12.260536398467432,0,0,0
327,19,19,7.2796934865900385,7.2796934865900385,0,0,0
328,24,24,9.195402298850574,9.195402298850574,0,0,0
329,20,20,7.662835249042145,7.662835249042145,0,0,0
330,24,24,9.195402298850574,9.195402298850574,0,0,0
331,25,25,9.578544061302683,9.578544061302683,0,0,0
332,13,13,4.980842911877394,4.980842911877394,0,0,0
333,20,20,7.662835249042145,7.662835249042145,0,0,0
